REVIEW_ID,PRODUCT_ID,CUSTOMER_ID,REVIEW_TEXT,RATING,REVIEW_DATE,PURCHASE_DATE,VERIFIED_PURCHASE,HELPFUL_VOTES
REV-000021,PROD-00050,CUST-00395,The PureGlow Professional Oral Care has serious allergic reactions.,2,2023-08-03,2023-07-24,true,2
REV-000022,PROD-00001,CUST-00326,Great product! The ImagineIt Essential Action Figures arrived on time and works as advertised.,4,2023-10-26,2023-10-14,true,5
REV-000023,PROD-00060,CUST-00748,This DigitalDream Laptops Ultra Prime2 is worth every penny. Excellent quality and performance.,4,2023-12-31,2023-12-26,true,13
REV-000024,PROD-00063,CUST-00796,I'm disappointed with the HomeHelper Professional Coffee Makers due to functional failures.,1,2023-12-31,2023-12-24,true,4
REV-000025,PROD-00014,CUST-00244,Great product! The KidWonders Standard Building Sets arrived on time and works as advertised.,4,2023-03-30,2023-03-03,true,9
REV-000026,PROD-00022,CUST-00166,Had to return the StyleWave Classic Accessories because the sizing was way off.,3,2023-11-03,2023-10-18,true,2
REV-000027,PROD-00117,CUST-00930,This TechPro Smartphones Pro Alpha1 has serious overheating issues that worry me.,2,2023-05-28,2023-05-26,true,0
REV-000028,PROD-00152,CUST-00030,The ChefChoice Deluxe Coffee Makers is exactly what I was looking for. Perfect for my needs.,4,2023-03-08,2023-02-18,true,14
REV-000029,PROD-00187,CUST-00670,Ordered my usual size in the ComfortBlend Athletic Women's but it runs much smaller.,3,2023-05-18,2023-05-06,true,4
REV-000030,PROD-00116,CUST-00260,Five stars for the FunFactory Deluxe Outdoor. No complaints whatsoever.,4,2023-10-09,2023-09-28,true,15
REV-000031,PROD-00115,CUST-00398,The InnovateX Laptops Premium Prime8 battery drains way too quickly. Very disappointed.,1,2022-05-27,2022-05-12,true,5
REV-000032,PROD-00173,CUST-00561,The packaging problems of this LuxeBeauty Standard Oral Care is a major issue.,2,2023-01-24,2023-01-15,true,1
REV-000033,PROD-00157,CUST-00591,Great product! The BeautyBlend Standard Oral Care arrived on time and works as advertised.,5,2023-02-19,2023-02-14,true,10
REV-000034,PROD-00199,CUST-00547,Warning: ElectroMax Cameras Premium X13 becomes too hot to touch after 30 minutes.,2,2023-12-30,2023-11-30,true,1
REV-000035,PROD-00191,CUST-00900,Very satisfied with my PureGlow Professional Makeup purchase. Would buy again!,5,2023-07-03,2023-06-09,true,7
REV-000036,PROD-00003,CUST-00204,Beware that the StyleWave Modern Men's color is not as advertised.,3,2023-12-27,2023-12-25,false,0
REV-000037,PROD-00114,CUST-00347,Absolutely love this KitchenKing Standard Toasters. Best purchase I've made this year.,4,2023-10-10,2023-09-27,true,11
REV-000038,PROD-00040,CUST-00621,I can't recommend the PureGlow Professional Oral Care because of packaging problems.,4,2022-12-13,2022-11-27,true,1
REV-000039,PROD-00026,CUST-00131,This ComfortBlend Slim Accessories is worth every penny. Excellent quality and performance.,5,2022-10-22,2022-09-28,true,4
REV-000040,PROD-00101,CUST-00046,The KitchenKing Essential Mixers is exactly what I was looking for. Perfect for my needs.,4,2022-11-17,2022-11-13,true,4
REV-000041,PROD-00106,CUST-00091,This ThreadWorks Relaxed Women's is worth every penny. Excellent quality and performance.,4,2022-11-05,2022-10-10,true,12
REV-000042,PROD-00181,CUST-00974,Very satisfied with my ThreadWorks Athletic Children's purchase. Would buy again!,5,2022-03-05,2022-03-01,true,0
REV-000043,PROD-00067,CUST-00048,Be aware that the KidWonders Standard Outdoor suffers from durability issues.,3,2022-06-22,2022-05-30,true,0
REV-000044,PROD-00137,CUST-00579,The difficult cleaning of this ChefChoice Deluxe Air Fryers is a major issue.,2,2023-12-01,2023-11-05,true,0
REV-000045,PROD-00115,CUST-00477,The InnovateX Laptops Premium Prime8 has been a game-changer for me. Highly recommended!,4,2023-02-01,2023-01-13,true,1
REV-000046,PROD-00194,CUST-00062,Be warned: FashionFusion Athletic Sportswear runs at least one size too small.,2,2023-05-14,2023-05-02,true,3
REV-000047,PROD-00128,CUST-00365,Very satisfied with my ThreadWorks Modern Children's purchase. Would buy again!,5,2023-02-25,2023-02-08,true,3
REV-000048,PROD-00077,CUST-00958,Great product! The InnovateX Laptops Ultra Z8 arrived on time and works as advertised.,5,2023-10-23,2023-10-22,false,15
REV-000049,PROD-00025,CUST-00574,Absolutely love this ChefChoice Deluxe Air Fryers. Best purchase I've made this year.,5,2023-07-21,2023-06-27,true,14
REV-000050,PROD-00073,CUST-00749,Five stars for the UrbanThreads Athletic Children's. No complaints whatsoever.,4,2023-07-26,2023-07-12,false,7
REV-000051,PROD-00171,CUST-00929,Very satisfied with my BrightMinds Professional Outdoor purchase. Would buy again!,5,2023-03-27,2023-03-02,true,1
REV-000052,PROD-00075,CUST-00593,The UrbanThreads Modern Accessories arrived in a completely different shade than expected.,4,2023-03-17,2023-02-15,true,5
REV-000053,PROD-00055,CUST-00101,Very satisfied with my ComfortBlend Relaxed Children's purchase. Would buy again!,4,2023-10-11,2023-09-25,true,15
REV-000054,PROD-00122,CUST-00055,Absolutely love this GlowUp Deluxe Haircare. Best purchase I've made this year.,5,2022-11-09,2022-10-11,false,3
REV-000055,PROD-00015,CUST-00105,I'm disappointed with the BrightMinds Essential Board Games due to safety concerns.,2,2022-10-08,2022-09-09,true,3
REV-000056,PROD-00070,CUST-00943,Five stars for the FashionFusion Slim Accessories. No complaints whatsoever.,4,2023-12-10,2023-11-19,false,5
REV-000057,PROD-00054,CUST-00498,I'm disappointed with the CulinaryTech Professional Coffee Makers due to noise level complaints.,2,2023-10-28,2023-10-07,true,1
REV-000058,PROD-00056,CUST-00517,The StyleWave Relaxed Men's color is completely different from what was shown online.,2,2023-12-26,2023-11-28,true,1
REV-000059,PROD-00177,CUST-00917,This ImagineIt Essential Board Games is worth every penny. Excellent quality and performance.,4,2022-12-13,2022-11-27,true,6
REV-000060,PROD-00199,CUST-00746,Absolutely love this ElectroMax Cameras Premium X13. Best purchase I've made this year.,4,2023-11-15,2023-10-25,true,1
REV-000061,PROD-00038,CUST-00077,"Battery life on the InnovateX Headphones Max Z9 is terrible, barely lasts half a day.",1,2022-06-07,2022-05-18,true,1
REV-000062,PROD-00021,CUST-00035,Very satisfied with my FashionFusion Relaxed Women's purchase. Would buy again!,5,2023-06-05,2023-06-01,true,4
REV-000063,PROD-00107,CUST-00212,I can't recommend the HomeHelper Advanced Coffee Makers because of noise level complaints.,2,2023-01-06,2023-01-02,true,1
REV-000064,PROD-00153,CUST-00189,Absolutely love this GadgetGuru Tablets Ultra Neo12. Best purchase I've made this year.,4,2022-09-28,2022-08-30,true,3
REV-000065,PROD-00162,CUST-00409,This CulinaryTech Professional Coffee Makers is worth every penny. Excellent quality and performance.,5,2023-12-31,2023-12-21,true,12
REV-000066,PROD-00063,CUST-00405,I've been using the HomeHelper Professional Coffee Makers for a month now and it's fantastic.,4,2023-12-24,2023-11-30,true,3
REV-000067,PROD-00098,CUST-00436,The ChefChoice Advanced Coffee Makers has been a game-changer for me. Highly recommended!,5,2023-04-12,2023-03-18,true,10
REV-000068,PROD-00103,CUST-00566,Absolutely love this DigitalDream Headphones Premium Z8. Best purchase I've made this year.,5,2023-05-16,2023-04-19,true,1
REV-000069,PROD-00074,CUST-00578,The PlayMaster Standard Action Figures has been a game-changer for me. Highly recommended!,5,2023-11-22,2023-10-24,true,5
REV-000070,PROD-00076,CUST-00072,The BeautyBlend Essential Makeup has been a game-changer for me. Highly recommended!,5,2023-11-29,2023-10-30,false,10
REV-000071,PROD-00061,CUST-00449,The BeautyBlend Essential Makeup has been a game-changer for me. Highly recommended!,5,2023-12-31,2023-12-13,true,1
REV-000072,PROD-00058,CUST-00151,Very satisfied with my GadgetGuru Cameras Pro X6 purchase. Would buy again!,5,2023-09-23,2023-09-20,true,13
REV-000073,PROD-00014,CUST-00580,I've been using the KidWonders Standard Building Sets for a month now and it's fantastic.,5,2023-08-12,2023-07-27,true,6
REV-000074,PROD-00172,CUST-00166,This ElectroMax Headphones Pro Neo15 has serious overheating issues that worry me.,2,2023-11-13,2023-10-17,true,0
REV-000075,PROD-00194,CUST-00251,"After one wash, the FashionFusion Athletic Sportswear fabric started pilling badly.",2,2023-06-06,2023-05-29,true,3
REV-000076,PROD-00111,CUST-00700,I've been using the GlowUp Essential Fragrances for a month now and it's fantastic.,4,2022-06-05,2022-05-23,true,0
REV-000077,PROD-00180,CUST-00897,The effectiveness concerns of this NaturalEssence Advanced Fragrances is a major issue.,2,2023-05-08,2023-04-08,true,3
REV-000078,PROD-00122,CUST-00755,Five stars for the GlowUp Deluxe Haircare. No complaints whatsoever.,5,2022-11-26,2022-11-04,true,7
REV-000079,PROD-00163,CUST-00853,The durability issues of this FunFactory Advanced Building Sets is a major issue.,2,2023-04-08,2023-04-05,false,4
REV-000080,PROD-00134,CUST-00411,Had to return the ElectroMax Cameras Pro Prime14 because it was overheating constantly.,2,2023-07-10,2023-06-23,true,5
REV-000081,PROD-00048,CUST-00094,The ChefChoice Deluxe Mixers is exactly what I was looking for. Perfect for my needs.,5,2022-07-12,2022-06-29,true,5
REV-000082,PROD-00113,CUST-00673,The BrightMinds Advanced Action Figures has serious safety concerns.,1,2023-03-19,2023-03-01,true,4
REV-000083,PROD-00024,CUST-00803,The ImagineIt Standard Board Games is exactly what I was looking for. Perfect for my needs.,4,2023-12-24,2023-12-23,true,8
REV-000084,PROD-00024,CUST-00350,I can't recommend the ImagineIt Standard Board Games because of durability issues.,3,2023-11-16,2023-10-19,true,0
REV-000085,PROD-00129,CUST-00483,I love my new DigitalDream Tablets Max X9! It works perfectly and exceeded my expectations.,4,2023-12-31,2023-12-31,false,7
REV-000086,PROD-00131,CUST-00234,My TechPro Headphones Pro Alpha13 has terrible connectivity issues.,3,2023-11-05,2023-10-31,true,0
REV-000087,PROD-00118,CUST-00971,I love my new FashionFusion Athletic Men's! It works perfectly and exceeded my expectations.,4,2023-06-22,2023-06-13,true,2
REV-000088,PROD-00116,CUST-00104,The FunFactory Deluxe Outdoor has been a game-changer for me. Highly recommended!,4,2023-06-24,2023-06-02,true,2
REV-000089,PROD-00164,CUST-00427,I've been using the GadgetGuru Headphones Premium Neo1 for a month now and it's fantastic.,5,2023-03-15,2023-02-17,true,0
REV-000090,PROD-00172,CUST-00501,I'm constantly having to charge my ElectroMax Headphones Pro Neo15 - battery life is a joke.,2,2023-10-06,2023-09-07,true,4
REV-000091,PROD-00182,CUST-00848,Absolutely love this PureGlow Professional Oral Care. Best purchase I've made this year.,4,2023-02-08,2023-01-14,true,7
REV-000092,PROD-00140,CUST-00475,Five stars for the BrightMinds Advanced Board Games. No complaints whatsoever.,5,2023-07-11,2023-07-05,true,14
REV-000093,PROD-00162,CUST-00656,This CulinaryTech Professional Coffee Makers is worth every penny. Excellent quality and performance.,5,2023-12-17,2023-12-06,false,4
REV-000094,PROD-00004,CUST-00887,The GlowUp Essential Haircare is exactly what I was looking for. Perfect for my needs.,4,2023-02-05,2023-01-18,false,14
REV-000095,PROD-00123,CUST-00367,Very satisfied with my HomeHelper Essential Coffee Makers purchase. Would buy again!,5,2023-02-10,2023-02-09,true,3
REV-000096,PROD-00091,CUST-00411,I've been using the PlayMaster Deluxe Board Games for a month now and it's fantastic.,4,2023-12-23,2023-12-07,true,3
REV-000097,PROD-00155,CUST-00344,Absolutely love this LuxeBeauty Deluxe Fragrances. Best purchase I've made this year.,5,2023-12-26,2023-12-02,true,5
REV-000098,PROD-00118,CUST-00701,Had to return the FashionFusion Athletic Men's because the sizing was way off.,2,2022-08-26,2022-08-18,true,4
REV-000099,PROD-00029,CUST-00814,Five stars for the GadgetGuru Laptops Premium X11. No complaints whatsoever.,5,2023-07-14,2023-07-10,false,5
REV-000100,PROD-00112,CUST-00592,Very satisfied with my UrbanThreads Relaxed Women's purchase. Would buy again!,4,2023-11-10,2023-10-30,true,14
REV-000101,PROD-00044,CUST-00876,Absolutely love this GadgetGuru Laptops Ultra Prime15. Best purchase I've made this year.,5,2023-02-21,2023-01-24,true,10
REV-000102,PROD-00038,CUST-00544,Great product! The InnovateX Headphones Max Z9 arrived on time and works as advertised.,5,2022-03-02,2022-02-19,true,12
REV-000103,PROD-00089,CUST-00751,I love my new GlowUp Deluxe Haircare! It works perfectly and exceeded my expectations.,4,2023-07-13,2023-07-07,true,1
REV-000104,PROD-00009,CUST-00630,Be aware that the BrightMinds Advanced Educational suffers from durability issues.,2,2023-10-27,2023-09-29,true,0
REV-000105,PROD-00160,CUST-00949,Very satisfied with my ElectroMax Headphones Elite Alpha14 purchase. Would buy again!,4,2023-10-28,2023-10-14,true,13
REV-000106,PROD-00008,CUST-00631,Be aware that the BeautyBlend Essential Fragrances suffers from packaging problems.,4,2023-12-31,2023-12-27,true,6
REV-000107,PROD-00030,CUST-00377,Great product! The GlowUp Standard Makeup arrived on time and works as advertised.,5,2023-06-28,2023-06-20,true,2
REV-000108,PROD-00171,CUST-00677,The missing parts of this BrightMinds Professional Outdoor is a major issue.,3,2022-10-14,2022-10-05,true,4
REV-000109,PROD-00193,CUST-00910,Great product! The GadgetGuru Laptops Max Z2 arrived on time and works as advertised.,5,2023-03-09,2023-03-04,true,9
REV-000110,PROD-00009,CUST-00319,Be aware that the BrightMinds Advanced Educational suffers from durability issues.,3,2022-12-07,2022-11-14,true,5
REV-000111,PROD-00062,CUST-00428,I'm disappointed with the ChefChoice Deluxe Toasters due to noise level complaints.,2,2023-09-25,2023-09-04,true,2
REV-000112,PROD-00097,CUST-00578,The ChefChoice Advanced Coffee Makers has serious functional failures.,1,2023-05-17,2023-05-03,true,3
REV-000113,PROD-00132,CUST-00512,I've been using the KitchenKing Standard Air Fryers for a month now and it's fantastic.,5,2023-04-16,2023-03-17,true,14
REV-000114,PROD-00047,CUST-00225,Absolutely love this BrightMinds Advanced Outdoor. Best purchase I've made this year.,4,2023-11-01,2023-10-20,true,12
REV-000115,PROD-00116,CUST-00874,I can't recommend the FunFactory Deluxe Outdoor because of durability issues.,3,2023-10-15,2023-10-01,true,1
REV-000116,PROD-00092,CUST-00972,Be aware that the ChefChoice Essential Air Fryers suffers from functional failures.,1,2022-07-27,2022-07-17,true,4
REV-000117,PROD-00131,CUST-00728,My TechPro Headphones Pro Alpha13 keeps dying after just a few hours of use.,2,2023-11-02,2023-10-26,true,1
REV-000118,PROD-00154,CUST-00282,I've been using the PlayMaster Advanced Educational for a month now and it's fantastic.,4,2023-05-25,2023-05-01,true,10
REV-000119,PROD-00008,CUST-00888,I'm disappointed with the BeautyBlend Essential Fragrances due to packaging problems.,3,2023-07-30,2023-07-24,true,5
REV-000120,PROD-00150,CUST-00189,Great product! The GlowUp Standard Skincare arrived on time and works as advertised.,5,2023-11-03,2023-10-25,false,11
REV-000121,PROD-00006,CUST-00749,Very satisfied with my CookCraft Essential Coffee Makers purchase. Would buy again!,4,2022-12-20,2022-11-30,true,0
REV-000122,PROD-00049,CUST-00056,I love my new UrbanThreads Classic Accessories! It works perfectly and exceeded my expectations.,4,2023-09-30,2023-09-18,true,6
REV-000123,PROD-00051,CUST-00396,The DigitalDream Smartphones Elite Z11 won't stay connected to my devices.,3,2023-09-05,2023-08-29,true,4
REV-000124,PROD-00060,CUST-00560,Five stars for the DigitalDream Laptops Ultra Prime2. No complaints whatsoever.,5,2023-12-13,2023-12-04,true,14
REV-000125,PROD-00111,CUST-00546,Very satisfied with my GlowUp Essential Fragrances purchase. Would buy again!,5,2022-09-14,2022-08-17,true,1
REV-000126,PROD-00109,CUST-00799,This InnovateX Laptops Elite Z4 is worth every penny. Excellent quality and performance.,4,2023-08-01,2023-07-18,false,8
REV-000127,PROD-00028,CUST-00585,The fabric of the ComfortBlend Classic Men's feels cheap and flimsy.,2,2023-11-06,2023-10-23,true,5
REV-000128,PROD-00035,CUST-00425,I can't recommend the LuxeBeauty Professional Makeup because of allergic reactions.,1,2022-07-10,2022-06-12,true,0
REV-000129,PROD-00144,CUST-00143,I love my new DigitalDream Laptops Pro X1! It works perfectly and exceeded my expectations.,5,2023-06-18,2023-06-09,true,11
REV-000130,PROD-00130,CUST-00619,Great product! The BrightMinds Essential Educational arrived on time and works as advertised.,4,2023-06-11,2023-06-10,true,4
REV-000131,PROD-00110,CUST-00242,Absolutely love this FashionFusion Classic Sportswear. Best purchase I've made this year.,5,2023-12-31,2023-12-31,true,8
REV-000132,PROD-00161,CUST-00258,The KitchenKing Essential Toasters has been a game-changer for me. Highly recommended!,5,2023-12-31,2023-12-22,false,13
REV-000133,PROD-00104,CUST-00401,The sizing chart for this FashionFusion Relaxed Accessories is completely off.,3,2023-11-08,2023-11-01,true,1
REV-000134,PROD-00102,CUST-00739,Five stars for the PlayMaster Deluxe Building Sets. No complaints whatsoever.,4,2023-11-26,2023-11-22,false,14
REV-000135,PROD-00027,CUST-00638,Very satisfied with my LuxeBeauty Professional Fragrances purchase. Would buy again!,4,2023-02-06,2023-01-28,true,6
REV-000136,PROD-00192,CUST-00052,This UrbanThreads Athletic Men's is worth every penny. Excellent quality and performance.,5,2023-02-01,2023-01-26,false,10
REV-000137,PROD-00048,CUST-00668,Be aware that the ChefChoice Deluxe Mixers suffers from noise level complaints.,3,2022-09-17,2022-09-12,true,2
REV-000138,PROD-00081,CUST-00610,The BrightMinds Professional Outdoor has been a game-changer for me. Highly recommended!,4,2023-12-08,2023-11-30,true,10
REV-000139,PROD-00171,CUST-00300,I'm disappointed with the BrightMinds Professional Outdoor due to durability issues.,2,2022-11-13,2022-11-07,false,3
REV-000140,PROD-00189,CUST-00849,Very satisfied with my FashionFusion Relaxed Women's purchase. Would buy again!,4,2023-03-02,2023-02-26,true,14
REV-000141,PROD-00042,CUST-00442,I'm disappointed with the ChefChoice Standard Mixers due to functional failures.,1,2022-10-13,2022-09-19,true,0
REV-000142,PROD-00070,CUST-00648,I've been using the FashionFusion Slim Accessories for a month now and it's fantastic.,4,2023-12-17,2023-11-25,true,6
REV-000143,PROD-00097,CUST-00506,The ChefChoice Advanced Coffee Makers has serious noise level complaints.,3,2023-09-11,2023-09-02,true,5
REV-000144,PROD-00177,CUST-00117,The ImagineIt Essential Board Games has serious safety concerns.,1,2023-03-24,2023-02-28,false,0
REV-000145,PROD-00175,CUST-00765,This KidWonders Advanced Outdoor is worth every penny. Excellent quality and performance.,4,2022-11-16,2022-10-28,true,4
REV-000146,PROD-00117,CUST-00771,My TechPro Smartphones Pro Alpha1 keeps dying after just a few hours of use.,1,2023-08-28,2023-08-22,true,1
REV-000147,PROD-00149,CUST-00100,The ComfortBlend Modern Sportswear is exactly what I was looking for. Perfect for my needs.,5,2022-05-02,2022-04-13,true,7
REV-000148,PROD-00049,CUST-00076,The UrbanThreads Classic Accessories fits nothing like the size it claims to be.,3,2023-06-28,2023-06-07,true,2
REV-000149,PROD-00107,CUST-00490,Be aware that the HomeHelper Advanced Coffee Makers suffers from functional failures.,2,2022-10-23,2022-09-29,true,4
REV-000150,PROD-00049,CUST-00312,The sizing chart for this UrbanThreads Classic Accessories is completely off.,3,2023-10-20,2023-09-30,true,4
REV-000151,PROD-00145,CUST-00263,Very satisfied with my StyleWave Athletic Sportswear purchase. Would buy again!,4,2022-11-25,2022-11-18,true,11
REV-000152,PROD-00053,CUST-00145,The GadgetGuru Headphones Pro X4 gets uncomfortably hot during use.,2,2023-03-01,2023-02-18,true,0
REV-000153,PROD-00052,CUST-00119,Absolutely love this GadgetGuru Laptops Pro Prime13. Best purchase I've made this year.,5,2023-12-12,2023-11-18,false,1
REV-000154,PROD-00070,CUST-00087,The FashionFusion Slim Accessories has been a game-changer for me. Highly recommended!,4,2023-12-08,2023-11-25,true,1
REV-000155,PROD-00052,CUST-00246,This GadgetGuru Laptops Pro Prime13 has serious overheating issues that worry me.,1,2023-12-12,2023-11-14,true,1
REV-000156,PROD-00053,CUST-00637,Very satisfied with my GadgetGuru Headphones Pro X4 purchase. Would buy again!,4,2023-09-25,2023-09-15,false,0
REV-000157,PROD-00188,CUST-00721,The TechPro Tablets Ultra Alpha2 gets uncomfortably hot during use.,1,2022-09-25,2022-09-23,false,2
REV-000158,PROD-00179,CUST-00194,The sizing chart for this StyleWave Slim Accessories is completely off.,2,2023-04-26,2023-04-15,true,4
REV-000159,PROD-00040,CUST-00534,The PureGlow Professional Oral Care has been a game-changer for me. Highly recommended!,4,2022-08-07,2022-07-20,true,2
REV-000160,PROD-00048,CUST-00931,I love my new ChefChoice Deluxe Mixers! It works perfectly and exceeded my expectations.,4,2022-10-13,2022-10-01,false,7
REV-000161,PROD-00130,CUST-00492,The BrightMinds Essential Educational is exactly what I was looking for. Perfect for my needs.,4,2023-06-28,2023-05-30,false,9
REV-000162,PROD-00084,CUST-00193,The Bluetooth on this DigitalDream Cameras Ultra X7 is unreliable at best.,3,2022-05-20,2022-04-20,true,0
REV-000163,PROD-00079,CUST-00144,I've been using the InnovateX Smartphones Ultra Alpha3 for a month now and it's fantastic.,5,2023-10-02,2023-10-01,true,12
REV-000164,PROD-00031,CUST-00137,The KitchenKing Advanced Toasters has serious noise level complaints.,3,2023-12-31,2023-12-10,true,4
REV-000165,PROD-00115,CUST-00459,The InnovateX Laptops Premium Prime8 keeps dropping connection for no reason.,3,2023-01-18,2023-01-11,true,5
REV-000166,PROD-00157,CUST-00645,I've been using the BeautyBlend Standard Oral Care for a month now and it's fantastic.,5,2023-10-17,2023-09-29,true,11
REV-000167,PROD-00110,CUST-00851,I love my new FashionFusion Classic Sportswear! It works perfectly and exceeded my expectations.,5,2023-11-05,2023-10-27,true,9
REV-000168,PROD-00018,CUST-00600,The DigitalDream Tablets Ultra Alpha8 gets uncomfortably hot during use.,1,2022-07-08,2022-06-26,true,1
REV-000169,PROD-00050,CUST-00522,Great product! The PureGlow Professional Oral Care arrived on time and works as advertised.,5,2023-08-11,2023-08-04,true,12
REV-000170,PROD-00077,CUST-00203,The InnovateX Laptops Ultra Z8 has been a game-changer for me. Highly recommended!,4,2023-11-07,2023-10-13,true,6
REV-000171,PROD-00113,CUST-00914,I can't recommend the BrightMinds Advanced Action Figures because of safety concerns.,1,2023-08-07,2023-08-03,false,3
REV-000172,PROD-00151,CUST-00637,The noise level complaints of this CulinaryTech Deluxe Air Fryers is a major issue.,3,2022-08-07,2022-07-30,true,2
REV-000173,PROD-00149,CUST-00920,The ComfortBlend Modern Sportswear is exactly what I was looking for. Perfect for my needs.,5,2023-02-21,2023-02-10,true,7
REV-000174,PROD-00026,CUST-00966,The ComfortBlend Slim Accessories has been a game-changer for me. Highly recommended!,5,2022-08-30,2022-08-15,true,3
REV-000175,PROD-00134,CUST-00852,Absolutely love this ElectroMax Cameras Pro Prime14. Best purchase I've made this year.,4,2023-04-14,2023-04-05,true,10
REV-000176,PROD-00077,CUST-00358,The InnovateX Laptops Ultra Z8 has been a game-changer for me. Highly recommended!,4,2023-11-08,2023-10-12,true,7
REV-000177,PROD-00193,CUST-00250,This GadgetGuru Laptops Max Z2 is worth every penny. Excellent quality and performance.,4,2023-07-08,2023-06-30,true,4
REV-000178,PROD-00091,CUST-00582,I love my new PlayMaster Deluxe Board Games! It works perfectly and exceeded my expectations.,5,2023-10-30,2023-10-25,true,14
REV-000179,PROD-00053,CUST-00348,My GadgetGuru Headphones Pro X4 keeps dying after just a few hours of use.,1,2023-06-06,2023-05-10,true,4
REV-000180,PROD-00165,CUST-00653,I love my new PlayMaster Essential Educational! It works perfectly and exceeded my expectations.,4,2023-10-27,2023-10-25,true,3
REV-000181,PROD-00031,CUST-00423,Be aware that the KitchenKing Advanced Toasters suffers from noise level complaints.,3,2023-06-29,2023-06-23,true,2
REV-000182,PROD-00032,CUST-00608,My GadgetGuru Headphones Ultra Neo12 overheats even with minimal usage.,2,2023-08-29,2023-07-30,true,2
REV-000183,PROD-00077,CUST-00323,Having trouble keeping the InnovateX Laptops Ultra Z8 connected to my network.,2,2023-10-04,2023-09-22,true,5
REV-000184,PROD-00145,CUST-00758,The StyleWave Athletic Sportswear has been a game-changer for me. Highly recommended!,4,2022-08-13,2022-08-05,true,15
REV-000185,PROD-00120,CUST-00755,I can't recommend the GlowUp Advanced Fragrances because of allergic reactions.,2,2023-05-13,2023-04-13,false,4
REV-000186,PROD-00197,CUST-00815,The battery performance of this ElectroMax Headphones Elite Z8 is unacceptable.,2,2022-12-27,2022-11-29,false,3
REV-000187,PROD-00095,CUST-00043,The ElectroMax Cameras Premium Alpha14 has been a game-changer for me. Highly recommended!,4,2023-03-20,2023-03-03,true,14
REV-000188,PROD-00130,CUST-00682,This BrightMinds Essential Educational is worth every penny. Excellent quality and performance.,5,2023-09-26,2023-09-12,true,9
REV-000189,PROD-00140,CUST-00984,Be aware that the BrightMinds Advanced Board Games suffers from safety concerns.,2,2023-08-05,2023-07-23,true,2
